id,project_code,pq_number,po_so_number,asn_dn_number,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,planned_lead_time_days,actual_lead_time_days,is_on_time,freight_pct_of_value,freight_cost_per_kg
5559,613-CA-T28,PQ-83113,SO-32329,ASN-13713,Cameroon,South Africa Field Office,From RDC,FOB,Air,12/7/2015,12/16/2015,1/25/2016,1/23/2016,1/23/2016,ACT,Artemisinin-based,Sun Pharma,ACT product - Artemisinin-based formulation,Molecule 13,Generic,60mg,Capsule,60,50000,1220110,146.4132,24.4022,SCMS Global Warehouse,Yes,540.6,214643.75,1387.5,40,38,t,17.59,397.05
4129,613-CO-T91,PQ-56539,SO-19785,ASN-95972,Cote D'Ivoire,Haiti Field Office,Direct Drop,CIP,Air,7/11/2015,7/21/2015,9/30/2015,9/20/2015,9/24/2015,ACT,Artemisinin-based,Abc Pharm Ltd,ACT product - Artemisinin-based formulation,Molecule 9,Branded,120mg,Test kit,30,50000,1199700,383.904,23.994,"Aurobindo Unit III, India",Yes,192.12,156785.04,1767.31,71,61,t,13.07,816.08
4577,613-ET-T42,PQ-66825,SO-89834,ASN-41131,Ethiopia,South Africa Field Office,From RDC,FOB,Air Charter,11/9/2014,11/15/2014,1/3/2015,1/3/2015,1/6/2015,ANTM,Antimalarial,Aurobindo Pharma Limited,ANTM product - Antimalarial formulation,Molecule 1,Branded,120mg,Tablet,10,2000,2723.6,32.6832,1.3618,"Novartis, Suffern, US",No,30.31,364.21,24.13,49,49,t,13.37,12.02
2567,613-RW-T24,PQ-18502,SO-27228,ASN-18973,Rwanda,PMO - US,From RDC,EXW,Air,12/27/2015,1/1/2016,3/24/2016,3/2/2016,3/3/2016,ANTM,Antimalarial,Aurobindo Pharma Limited,ANTM product - Antimalarial formulation,Molecule 35,Branded,150mg,Test kit,100,50000,536235,160.8705,10.7247,"ABC Farmaceutica, Brazil",Yes,,96301.66,3708.81,83,61,t,17.96,
2030,613-UG-T84,PQ-37722,SO-11782,ASN-49653,Uganda,South Africa Field Office,From RDC,DDP,Air,1/27/2015,2/2/2015,4/7/2015,4/17/2015,4/19/2015,ARV,Pediatric,Aurobindo Pharma Limited,ARV product - Pediatric formulation,Molecule 1,Generic,30mg,Tablet,100,25000,495422.5,574.6901,19.8169,SCMS Global Warehouse,No,423.35,61340.31,3762.2,64,74,f,12.38,144.89
3310,613-ZI-T87,PQ-95150,SO-41061,ASN-95118,Zimbabwe,Haiti Field Office,Direct Drop,CIP,Ocean,11/8/2014,11/18/2014,12/16/2014,12/30/2014,1/3/2015,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 10,Generic,120mg,Capsule,60,25000,1029985,1153.5832,41.1994,"Cipla, Goa, India",Yes,194.84,95061.25,4910.64,28,42,f,9.23,487.89
3096,614-CO-T38,PQ-86853,SO-36021,ASN-39504,Cote D'Ivoire,PMO - US,Direct Drop,EXW,Air Charter,10/29/2015,11/12/2015,12/28/2015,12/29/2015,1/1/2016,HRDT,HIV test,Cipla Ltd,HRDT product - HIV test formulation,Molecule 20,Branded,120mg,Oral Solution,30,25000,819465,786.6864,32.7786,"Mylan H-12, India",Yes,237.22,108943.22,3490.44,46,47,f,13.29,459.25
734,614-CO-T69,PQ-59089,SO-94257,ASN-86992,Cote D'Ivoire,South Africa Field Office,Direct Drop,CIP,Air Charter,3/12/2016,3/26/2016,5/16/2016,5/5/2016,5/7/2016,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 4,Generic,60mg,Capsule,1,500,972.65,19.453,1.9453,SCMS Global Warehouse,Yes,2.65,162.33,2.65,51,40,t,16.69,61.26
5248,614-KE-T35,PQ-95825,SO-61999,ASN-52475,Kenya,South Africa Field Office,Direct Drop,FOB,Air,11/18/2014,12/1/2014,12/30/2014,12/20/2014,12/23/2014,ACT,Artemisinin-based,Zenith Pharmaceuticals,ACT product - Artemisinin-based formulation,Molecule 36,Generic,150mg,Capsule,10,2000,17416.2,104.4972,8.7081,"Ranbaxy, Paonta Sahib, India",Yes,6.14,1006.61,39.14,29,19,t,5.78,163.94
3684,614-NI-T69,PQ-19765,SO-63093,ASN-44119,Nigeria,Haiti Field Office,Direct Drop,EXW,Air,9/18/2014,10/4/2014,12/21/2014,1/5/2015,1/5/2015,HRDT,HIV test,Scms From Rdc,HRDT product - HIV test formulation,Molecule 25,Generic,120mg,Tablet,100,50000,2035920,814.368,40.7184,"Mylan H-12, India",Yes,207.38,86808.63,4873.82,78,93,f,4.26,418.6
5153,614-NI-T83,PQ-80574,SO-15132,,Nigeria,PMO - US,Direct Drop,CIP,Air,2/9/2016,2/15/2016,3/19/2016,3/19/2016,3/19/2016,MRDT,Malaria test,Bristol Myers Squibb,MRDT product - Malaria test formulation,Molecule 36,Generic,60mg,Tablet,100,500,10110.8,161.7728,20.2216,"Cipla, Goa, India",Yes,6.23,1064.78,59.24,33,33,t,10.53,170.91
5703,614-TA-T70,PQ-64721,SO-31554,ASN-20123,Tanzania,PMO - US,Direct Drop,CIP,Air Charter,12/5/2014,12/23/2014,2/13/2015,1/28/2015,1/29/2015,ACT,Artemisinin-based,Mylan Inc,ACT product - Artemisinin-based formulation,Molecule 35,Generic,60mg,Tablet,100,10000,415195,788.8705,41.5195,"Novartis, Suffern, US",Yes,76.62,16045.85,913.19,52,36,t,3.86,209.42
1950,614-UG-T11,PQ-80997,SO-80133,ASN-71539,Uganda,South Africa Field Office,Direct Drop,FOB,Air Charter,1/25/2016,2/10/2016,4/5/2016,5/1/2016,5/4/2016,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 38,Generic,90mg,Oral Solution,30,1000,18715.2,56.1456,18.7152,"ABC Farmaceutica, Brazil",Yes,16.24,3317.9,81.31,55,81,f,17.73,204.3
231,615-ET-T33,PQ-76490,SO-56562,ASN-99080,Ethiopia,PMO - US,From RDC,CIP,Air,12/16/2013,1/4/2014,2/2/2014,1/19/2014,1/21/2014,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 25,Branded,150mg,Test kit,100,10000,325141,292.6269,32.5141,"Cipla, Goa, India",Yes,51.32,25578.39,1469.07,29,15,t,7.87,498.41
653,615-KE-T29,PQ-20011,SO-58039,ASN-90118,Kenya,Haiti Field Office,Direct Drop,FOB,Air,11/12/2014,11/26/2014,2/19/2015,3/21/2015,3/21/2015,MRDT,Malaria test,Abc Pharm Ltd,MRDT product - Malaria test formulation,Molecule 31,Branded,30mg,Tablet,100,25000,1006180,724.4496,40.2472,"Hetero Unit III, India",Yes,436.55,23634.25,7159.96,85,115,f,2.35,54.14
3398,615-MO-T12,PQ-14445,SO-66666,ASN-28933,Mozambique,PMO - US,From RDC,EXW,Ocean,7/4/2015,7/9/2015,9/10/2015,8/17/2015,8/20/2015,ARV,Pediatric,Novartis Pharma Ag,ARV product - Pediatric formulation,Molecule 21,Generic,30mg,Oral Solution,30,5000,40934.5,8.1869,8.1869,"Hetero Unit III, India",Yes,79.71,5164.68,251.82,63,39,t,12.62,64.79
117,615-MO-T18,PQ-21908,SO-36423,ASN-88257,Mozambique,Haiti Field Office,Direct Drop,DDP,Air,7/23/2014,8/2/2014,10/19/2014,10/12/2014,10/12/2014,ARV,Pediatric,Aurobindo Pharma Limited,ARV product - Pediatric formulation,Molecule 17,Generic,60mg,Test kit,10,10000,111122,311.1416,11.1122,"Aurobindo Unit III, India",Yes,99.95,3284.17,782.83,78,71,t,2.96,32.86
1388,615-MO-T74,PQ-79981,SO-47599,ASN-16984,Mozambique,PMO - US,Direct Drop,CIP,Ocean,12/17/2014,1/1/2015,2/11/2015,1/25/2015,1/26/2015,ACT,Artemisinin-based,Bristol Myers Squibb,ACT product - Artemisinin-based formulation,Molecule 35,Branded,120mg,Tablet,30,25000,754482.5,211.2551,30.1793,"Hetero Unit III, India",Yes,176.3,127288.11,5796.36,41,24,t,16.87,722
5503,615-TA-T24,PQ-52644,SO-37186,ASN-56155,Tanzania,PMO - US,Direct Drop,FCA,Air,2/23/2014,3/1/2014,5/19/2014,5/20/2014,5/22/2014,ANTM,Antimalarial,Mylan Inc,ANTM product - Antimalarial formulation,Molecule 11,Branded,150mg,Tablet,30,1000,37039,222.234,37.039,"ABC Farmaceutica, Brazil",No,19.19,2866.21,206.07,79,80,f,7.74,149.36
489,615-UG-T84,PQ-70558,SO-46534,ASN-34686,Uganda,PMO - US,Direct Drop,CIP,Ocean,5/4/2015,5/10/2015,7/20/2015,7/27/2015,7/29/2015,ACT,Artemisinin-based,Sun Pharma,ACT product - Artemisinin-based formulation,Molecule 27,Generic,120mg,Oral Solution,1,10000,432668,951.8696,43.2668,SCMS Global Warehouse,No,73.87,29028.34,3831.35,71,78,f,6.71,392.97
5769,616-CA-T23,PQ-66838,SO-37362,ASN-63506,Cameroon,South Africa Field Office,Direct Drop,FOB,Air,11/1/2015,11/18/2015,1/15/2016,12/27/2015,12/28/2015,ANTM,Antimalarial,Sun Pharma,ANTM product - Antimalarial formulation,Molecule 3,Branded,60mg,Oral Solution,1,50000,1250080,225.0144,25.0016,"Hetero Unit III, India",Yes,491.04,109673.79,8456.22,58,39,t,8.77,223.35
3407,616-RW-T66,PQ-66714,SO-47557,ASN-63603,Rwanda,Haiti Field Office,From RDC,DDP,Air Charter,1/20/2015,1/31/2015,2/27/2015,2/10/2015,2/14/2015,HRDT,HIV test,Cipla Ltd,HRDT product - HIV test formulation,Molecule 39,Generic,90mg,Oral Solution,100,50000,491905,226.2763,9.8381,"Hetero Unit III, India",No,951.68,36782.03,1430.76,27,10,t,7.48,38.65
4713,616-RW-T87,PQ-27484,SO-69079,ASN-32942,Rwanda,PMO - US,From RDC,DDP,Air,8/30/2014,9/11/2014,10/9/2014,,,ARV,Pediatric,Ranbaxy Fine Chemicals,ARV product - Pediatric formulation,Molecule 27,Branded,120mg,Tablet,30,1000,41610.6,915.4332,41.6106,"Aurobindo Unit III, India",Yes,17.73,1662.42,359.57,28,,,4,93.76
1161,616-TA-T42,PQ-29986,SO-28320,ASN-52612,Tanzania,South Africa Field Office,Direct Drop,FOB,Ocean,5/20/2014,5/27/2014,6/24/2014,5/30/2014,6/3/2014,HRDT,HIV test,Scms Global,HRDT product - HIV test formulation,Molecule 27,Branded,120mg,Test kit,1,2000,3728,26.096,1.864,"Ranbaxy, Paonta Sahib, India",No,17.76,112.8,13.46,28,3,t,3.03,6.35
4336,616-ZI-T28,PQ-75281,SO-59827,ASN-44078,Zimbabwe,Haiti Field Office,From RDC,CIP,Air,2/25/2016,3/7/2016,4/3/2016,,,ARV,Pediatric,Ranbaxy Fine Chemicals,ARV product - Pediatric formulation,Molecule 7,Generic,120mg,Test kit,1,25000,549677.5,109.9355,21.9871,"Cipla, Goa, India",Yes,213.21,74644.18,2177.06,27,,,13.58,350.1
1399,617-HA-T27,PQ-82936,SO-16968,ASN-52543,Haiti,South Africa Field Office,Direct Drop,FOB,Air,12/5/2014,12/20/2014,2/23/2015,2/14/2015,2/15/2015,HRDT,HIV test,Aurobindo Pharma Limited,HRDT product - HIV test formulation,Molecule 8,Branded,30mg,Tablet,1,500,3127.15,18.7629,6.2543,"Aurobindo Unit III, India",No,8.81,359.64,18.79,65,56,t,11.5,40.82
3905,617-SO-T15,PQ-82720,SO-37465,ASN-66641,South Africa,South Africa Field Office,From RDC,FOB,Air,5/13/2015,5/20/2015,8/8/2015,7/17/2015,7/21/2015,ANTM,Antimalarial,Sun Pharma,ANTM product - Antimalarial formulation,Molecule 28,Branded,120mg,Tablet,100,2000,33656.6,117.7981,16.8283,"Ranbaxy, Paonta Sahib, India",Yes,21.55,3453.66,94.79,80,58,t,10.26,160.26
5986,617-SO-T25,PQ-84023,SO-97208,ASN-35202,South Africa,PMO - US,Direct Drop,CIP,Ocean,9/1/2015,9/10/2015,12/6/2015,11/26/2015,11/30/2015,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 27,Branded,120mg,Oral Solution,1,10000,445377,1247.0556,44.5377,SCMS Global Warehouse,Yes,161.23,73460.72,2686.96,87,77,t,16.49,455.63
2954,617-TA-T11,PQ-94015,SO-50671,ASN-86328,Tanzania,Haiti Field Office,From RDC,DDP,Truck,3/28/2014,4/13/2014,5/5/2014,5/3/2014,5/7/2014,HRDT,HIV test,Scms Global,HRDT product - HIV test formulation,Molecule 15,Generic,150mg,Tablet,1,50000,1746740,454.1524,34.9348,"Aurobindo Unit III, India",Yes,425.01,168557.62,12312.32,22,20,t,9.65,396.6
3483,617-UG-T39,PQ-90457,SO-39341,ASN-58876,Uganda,South Africa Field Office,From RDC,EXW,Air,2/4/2016,2/10/2016,3/19/2016,3/9/2016,3/10/2016,ARV,Pediatric,Cipla Ltd,ARV product - Pediatric formulation,Molecule 2,Branded,150mg,Tablet,10,10000,410248,533.3224,41.0248,"Ranbaxy, Paonta Sahib, India",Yes,17.48,60080.19,571.38,38,28,t,14.64,3437.08
1146,617-ZA-T46,PQ-11336,SO-53316,ASN-44435,Zambia,South Africa Field Office,From RDC,FOB,Ocean,1/20/2015,1/25/2015,4/18/2015,4/17/2015,4/18/2015,ANTM,Antimalarial,Ranbaxy Fine Chemicals,ANTM product - Antimalarial formulation,Molecule 14,Branded,90mg,Tablet,100,10000,280419,392.5866,28.0419,"ABC Farmaceutica, Brazil",No,105.6,10207.01,909.63,83,82,t,3.64,96.66
1176,617-ZI-T55,PQ-96878,SO-16137,ASN-48597,Zimbabwe,South Africa Field Office,From RDC,EXW,Truck,12/19/2013,1/3/2014,4/2/2014,4/7/2014,4/10/2014,ARV,Pediatric,Zenith Pharmaceuticals,ARV product - Pediatric formulation,Molecule 2,Generic,60mg,Oral Solution,10,10000,408083,122.4249,40.8083,"Mylan H-12, India",Yes,46.68,42334.12,831.29,89,94,f,10.37,906.9
746,618-ET-T36,PQ-59240,SO-93583,ASN-42544,Ethiopia,PMO - US,From RDC,FCA,Air,4/7/2015,4/20/2015,6/23/2015,6/24/2015,6/28/2015,MRDT,Malaria test,Abc Pharm Ltd,MRDT product - Malaria test formulation,Molecule 14,Branded,120mg,Test kit,10,1000,6482.6,6.4826,6.4826,"Mylan H-12, India",Yes,2.49,876.23,26.76,64,65,f,13.52,351.9
3958,618-ET-T66,PQ-72954,SO-82246,ASN-23798,Ethiopia,PMO - US,From RDC,FCA,Truck,11/20/2015,12/9/2015,1/10/2016,1/30/2016,2/1/2016,ARV,Pediatric,Sun Pharma,ARV product - Pediatric formulation,Molecule 29,Generic,30mg,Tablet,60,500,5713.15,182.8208,11.4263,SCMS Global Warehouse,Yes,1.16,537.26,28.95,32,52,f,9.4,463.16
2445,618-ET-T97,PQ-40118,SO-98351,,Ethiopia,Haiti Field Office,From RDC,CIP,Ocean,5/17/2015,5/30/2015,6/21/2015,6/24/2015,6/28/2015,MRDT,Malaria test,Bristol Myers Squibb,MRDT product - Malaria test formulation,Molecule 25,Branded,30mg,Tablet,60,25000,699932.5,279.973,27.9973,"Cipla, Goa, India",Yes,156.15,62842.19,,22,25,f,8.98,402.45
5628,618-GU-T15,PQ-89001,SO-39595,ASN-90021,Guyana,PMO - US,From RDC,CIP,Air Charter,1/14/2016,1/21/2016,2/25/2016,2/25/2016,2/25/2016,HRDT,HIV test,Aurobindo Pharma Limited,HRDT product - HIV test formulation,Molecule 23,Branded,150mg,Oral Solution,10,25000,528847.5,444.2319,21.1539,"ABC Farmaceutica, Brazil",Yes,,83764.81,4261.45,35,35,t,15.84,
2955,618-GU-T60,PQ-12317,SO-48627,ASN-91558,Guyana,South Africa Field Office,Direct Drop,DDP,Air Charter,5/23/2014,6/5/2014,8/4/2014,7/13/2014,7/15/2014,HRDT,HIV test,Aurobindo Pharma Limited,HRDT product - HIV test formulation,Molecule 33,Generic,60mg,Tablet,100,50000,2155345,258.6414,43.1069,"Mylan H-12, India",Yes,778.62,108221.37,11625.95,60,38,t,5.02,138.99
1839,618-HA-T97,PQ-12920,SO-43422,ASN-69119,Haiti,Haiti Field Office,Direct Drop,CIP,Ocean,6/11/2015,6/19/2015,7/10/2015,7/3/2015,7/3/2015,ARV,Adult,Abc Pharm Ltd,ARV product - Adult formulation,Molecule 38,Branded,90mg,Test kit,10,1000,40260.6,241.5636,40.2606,"Novartis, Suffern, US",Yes,17.2,1471.48,90.31,21,14,t,3.65,85.55
4340,618-KE-T45,PQ-45415,SO-99674,ASN-12586,Kenya,South Africa Field Office,From RDC,FCA,Air,1/1/2015,1/14/2015,4/7/2015,3/28/2015,3/29/2015,ACT,Artemisinin-based,Sun Pharma,ACT product - Artemisinin-based formulation,Molecule 9,Branded,120mg,Test kit,30,10000,70650,176.625,7.065,SCMS Global Warehouse,Yes,92.22,2387.63,646.52,83,73,t,3.38,25.89
74,618-NI-T36,PQ-36715,SO-37605,ASN-19956,Nigeria,PMO - US,From RDC,FOB,Air,3/12/2016,3/30/2016,5/24/2016,6/5/2016,6/8/2016,ANTM,Antimalarial,Scms From Rdc,ANTM product - Antimalarial formulation,Molecule 2,Branded,90mg,Tablet,100,25000,479630,95.926,19.1852,"Mylan H-12, India",Yes,446.14,44109.43,1319.75,55,67,f,9.2,98.87
5676,618-RW-T61,PQ-75588,SO-20001,ASN-74868,Rwanda,Haiti Field Office,Direct Drop,FOB,Air,1/8/2015,1/27/2015,4/2/2015,4/3/2015,4/3/2015,MRDT,Malaria test,Cipla Ltd,MRDT product - Malaria test formulation,Molecule 22,Branded,60mg,Test kit,100,1000,40984.4,1147.5632,40.9844,"Ranbaxy, Paonta Sahib, India",Yes,5.72,2811.14,397.76,65,66,f,6.86,491.46
2024,618-TA-T86,PQ-76560,SO-69766,ASN-17619,Tanzania,South Africa Field Office,Direct Drop,FOB,Air Charter,8/13/2015,8/29/2015,11/13/2015,11/4/2015,11/6/2015,MRDT,Malaria test,Novartis Pharma Ag,MRDT product - Malaria test formulation,Molecule 39,Generic,150mg,Tablet,30,5000,221274.5,177.0196,44.2549,"Ranbaxy, Paonta Sahib, India",Yes,32.37,25410.41,1492.69,76,67,t,11.48,785
4269,618-VI-T52,PQ-16834,SO-41036,ASN-90986,Vietnam,PMO - US,Direct Drop,FOB,Air,1/13/2014,1/27/2014,3/24/2014,4/8/2014,4/8/2014,MRDT,Malaria test,Sun Pharma,MRDT product - Malaria test formulation,Molecule 23,Branded,120mg,Oral Solution,60,50000,1075465,279.6209,21.5093,"Novartis, Suffern, US",Yes,234.35,105165.55,9106.14,56,71,f,9.78,448.75
997,619-CO-T76,PQ-98672,SO-12559,ASN-31021,Cote D'Ivoire,PMO - US,Direct Drop,DDP,Air,8/21/2014,9/7/2014,9/29/2014,9/27/2014,9/30/2014,ACT,Artemisinin-based,Zenith Pharmaceuticals,ACT product - Artemisinin-based formulation,Molecule 32,Generic,90mg,Oral Solution,30,50000,667140,320.2272,13.3428,"Ranbaxy, Paonta Sahib, India",Yes,246.93,50494.74,,22,20,t,7.57,204.49
3948,619-GU-T58,PQ-75285,SO-58856,ASN-70253,Guyana,PMO - US,Direct Drop,EXW,Ocean,9/5/2015,9/16/2015,12/2/2015,11/27/2015,11/27/2015,ARV,Adult,Scms Global,ARV product - Adult formulation,Molecule 8,Branded,150mg,Oral Solution,30,5000,134014,509.2532,26.8028,"Ranbaxy, Paonta Sahib, India",Yes,39.43,7330.55,714.58,77,72,t,5.47,185.91
5889,619-SO-T60,PQ-50651,SO-39829,ASN-54840,South Africa,PMO - US,Direct Drop,DDP,Air,4/16/2014,4/22/2014,6/26/2014,7/13/2014,7/15/2014,ACT,Artemisinin-based,Novartis Pharma Ag,ACT product - Artemisinin-based formulation,Molecule 35,Branded,150mg,Oral Solution,1,25000,137460,38.4888,5.4984,"Mylan H-12, India",No,177.24,17219.85,735.9,65,82,f,12.53,97.16
2184,619-SO-T63,PQ-53383,SO-70168,ASN-64854,South Africa,South Africa Field Office,Direct Drop,FCA,Air,6/24/2015,7/10/2015,8/27/2015,8/20/2015,8/23/2015,ANTM,Antimalarial,Bristol Myers Squibb,ANTM product - Antimalarial formulation,Molecule 31,Generic,30mg,Test kit,60,2000,29065.6,232.5248,14.5328,SCMS Global Warehouse,Yes,6.7,3697.56,237.15,48,41,t,12.72,551.87
5194,619-SO-T96,PQ-21711,SO-78696,ASN-40096,South Africa,South Africa Field Office,From RDC,DDP,Ocean,1/30/2016,2/7/2016,3/9/2016,3/20/2016,3/22/2016,ANTM,Antimalarial,Scms From Rdc,ANTM product - Antimalarial formulation,Molecule 38,Branded,60mg,Tablet,10,50000,859635,429.8175,17.1927,"Aurobindo Unit III, India",Yes,208.52,109369.01,4991.59,31,42,f,12.72,524.5
5026,619-UG-T69,PQ-32323,SO-60026,ASN-65588,Uganda,South Africa Field Office,Direct Drop,CIP,Air,4/9/2014,4/21/2014,5/13/2014,4/25/2014,4/25/2014,MRDT,Malaria test,Scms From Rdc,MRDT product - Malaria test formulation,Molecule 5,Generic,150mg,Tablet,1,10000,335598,704.7558,33.5598,"ABC Farmaceutica, Brazil",Yes,154.06,38493.79,2491.51,22,4,t,11.47,249.86
120,619-ZI-T22,PQ-28793,SO-18199,ASN-20211,Zimbabwe,Haiti Field Office,From RDC,EXW,Truck,9/2/2014,9/17/2014,11/4/2014,11/4/2014,11/6/2014,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 39,Generic,90mg,Test kit,10,10000,424677,467.1447,42.4677,"ABC Farmaceutica, Brazil",No,85.09,73241.28,4120.84,48,48,t,17.25,860.75
595,619-ZI-T74,PQ-48664,SO-66795,ASN-46079,Zimbabwe,South Africa Field Office,From RDC,DDP,Air,4/30/2016,5/14/2016,6/7/2016,6/3/2016,6/4/2016,ACT,Artemisinin-based,Mylan Inc,ACT product - Artemisinin-based formulation,Molecule 3,Branded,150mg,Capsule,30,50000,2180060,523.2144,43.6012,"Mylan H-12, India",No,509.84,226817.4,15952.67,24,20,t,10.4,444.88
4802,620-CA-T27,PQ-13908,SO-19931,ASN-20317,Cameroon,South Africa Field Office,From RDC,CIP,Air Charter,12/25/2013,1/5/2014,3/10/2014,3/16/2014,3/16/2014,HRDT,HIV test,Scms From Rdc,HRDT product - HIV test formulation,Molecule 4,Branded,120mg,Capsule,60,5000,102935,597.023,20.587,"Aurobindo Unit III, India",Yes,76.52,5392.89,817.84,64,70,f,5.24,70.48
3467,620-CO-T85,PQ-77734,SO-43250,ASN-38650,Cote D'Ivoire,PMO - US,From RDC,FCA,Truck,9/1/2014,9/19/2014,10/30/2014,11/6/2014,11/10/2014,ANTM,Antimalarial,Mylan Inc,ANTM product - Antimalarial formulation,Molecule 2,Generic,60mg,Tablet,100,10000,78929,55.2503,7.8929,"Aurobindo Unit III, India",No,47.11,9644.79,549.93,41,48,f,12.22,204.73
1531,620-NI-T21,PQ-75788,SO-83588,ASN-69437,Nigeria,PMO - US,Direct Drop,FCA,Truck,9/7/2015,9/13/2015,10/5/2015,10/8/2015,10/11/2015,MRDT,Malaria test,Abc Pharm Ltd,MRDT product - Malaria test formulation,Molecule 21,Branded,60mg,Oral Solution,60,50000,1506560,120.5248,30.1312,"Novartis, Suffern, US",Yes,148.95,86253.15,14326.63,22,25,f,5.73,579.07
5182,620-RW-T91,PQ-88160,SO-29225,ASN-78587,Rwanda,Haiti Field Office,Direct Drop,CIP,Air,9/10/2015,9/17/2015,11/1/2015,10/27/2015,10/30/2015,MRDT,Malaria test,Zenith Pharmaceuticals,MRDT product - Malaria test formulation,Molecule 25,Generic,90mg,Tablet,60,50000,213915,124.0707,4.2783,"Aurobindo Unit III, India",Yes,873.23,24383.19,1017.51,45,40,t,11.4,27.92
4529,620-VI-T14,PQ-41901,SO-27667,ASN-34344,Vietnam,PMO - US,From RDC,CIP,Air,11/12/2015,12/1/2015,1/9/2016,12/20/2015,12/23/2015,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 13,Generic,60mg,Oral Solution,1,50000,1064290,468.2876,21.2858,"Hetero Unit III, India",No,89.52,134746.68,2994.81,39,19,t,12.66,1505.21
2872,621-GU-T29,PQ-65676,SO-86897,,Guyana,South Africa Field Office,Direct Drop,DDP,Air,5/23/2015,6/4/2015,7/31/2015,7/31/2015,7/31/2015,ANTM,Antimalarial,Sun Pharma,ANTM product - Antimalarial formulation,Molecule 1,Generic,90mg,Capsule,100,500,1663.7,76.5302,3.3274,"Cipla, Goa, India",Yes,8.13,48.19,4.01,57,57,t,2.9,5.93
1942,621-HA-T17,PQ-52088,SO-95211,ASN-35805,Haiti,PMO - US,From RDC,EXW,Truck,7/19/2014,7/29/2014,9/28/2014,9/24/2014,9/27/2014,ARV,Adult,Ranbaxy Fine Chemicals,ARV product - Adult formulation,Molecule 30,Branded,60mg,Tablet,100,2000,83716.8,586.0176,41.8584,"Mylan H-12, India",Yes,34.96,,826.89,61,57,t,,
5693,621-KE-T44,PQ-82881,SO-35588,,Kenya,PMO - US,From RDC,DDP,Air,2/28/2016,3/18/2016,6/10/2016,5/16/2016,5/17/2016,ANTM,Antimalarial,Sun Pharma,ANTM product - Antimalarial formulation,Molecule 24,Generic,30mg,Test kit,1,5000,4705,27.289,0.941,SCMS Global Warehouse,No,24.63,770.22,22.56,84,59,t,16.37,31.27
2715,621-KE-T89,PQ-95785,SO-92197,ASN-66059,Kenya,Haiti Field Office,Direct Drop,DDP,Air,11/17/2015,11/26/2015,12/30/2015,12/26/2015,12/29/2015,ANTM,Antimalarial,Zenith Pharmaceuticals,ANTM product - Antimalarial formulation,Molecule 24,Generic,60mg,Test kit,30,50000,494130,69.1782,9.8826,"Aurobindo Unit III, India",Yes,875.07,,3017.17,34,30,t,,
3591,621-UG-T70,PQ-11658,SO-82594,ASN-91030,Uganda,Haiti Field Office,From RDC,CIP,Air,1/21/2015,2/3/2015,4/23/2015,5/23/2015,5/24/2015,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 21,Branded,150mg,Oral Solution,30,50000,1726825,276.292,34.5365,"Hetero Unit III, India",Yes,580.52,270845.41,15002.79,79,109,f,15.68,466.56
220,621-ZI-T21,PQ-36627,SO-25198,ASN-39475,Zimbabwe,PMO - US,Direct Drop,DDP,Air,7/16/2015,7/22/2015,9/30/2015,10/2/2015,10/3/2015,ACT,Artemisinin-based,Mylan Inc,ACT product - Artemisinin-based formulation,Molecule 36,Generic,90mg,Tablet,100,2000,71828,215.484,35.914,SCMS Global Warehouse,Yes,13.79,6023.51,228.44,70,72,f,8.39,436.8
4923,622-CA-T63,PQ-75372,SO-35654,ASN-78810,Cameroon,South Africa Field Office,Direct Drop,FCA,Ocean,5/31/2014,6/7/2014,8/18/2014,8/8/2014,8/8/2014,ACT,Artemisinin-based,Zenith Pharmaceuticals,ACT product - Artemisinin-based formulation,Molecule 25,Branded,90mg,Oral Solution,60,10000,67522,135.044,6.7522,"Aurobindo Unit III, India",Yes,145.15,3152.82,646.07,72,62,t,4.67,21.72
5332,622-CO-T47,PQ-65783,SO-93765,ASN-19120,Cote D'Ivoire,South Africa Field Office,Direct Drop,EXW,Air,10/28/2015,11/2/2015,12/15/2015,12/9/2015,12/11/2015,ACT,Artemisinin-based,Novartis Pharma Ag,ACT product - Artemisinin-based formulation,Molecule 20,Branded,60mg,Oral Solution,10,5000,159191.5,923.3107,31.8383,"Mylan H-12, India",No,56.26,27428.44,1113.68,43,37,t,17.23,487.53
